,textdata_stemm,sentiment
5568,presiden kerja keras penuh prestasi ganjar memanang baik,1
5569,bm tk habis ii nak politik bengong,0
5570,teroris tangan lamban ya sengaja aja dibiarin beda teroris bawa embel agama langsung bunuh,0
5571,teroris idola kadrun,0
5572,info nya jasad mana tuh pilotini terjun densuskebanggaan polri dlm berantas terorissapu bersih pakkb udh ngelunjak pa,2
5573,didu ayo polri tni gempur teroris opm papua terlebi densus,2
5574,imam provokator,0
5575,,2
5576,kau kasih tau percaya pe kau je perintah kau,0
5577,buruk akhlak manusia malu sanggup aku juang islam nabi misi utama ajak bentuk akhlak utama laba politik hasut umat bohong jatuh maruah lawan politik sedih walaun til qiamat,0
5578,chotimah jd kadrun ngehoax lu pecat krn jd saksi terorispaham,0
5579,presiden taiwan tsai ing wen wakil presiden william lai simpat korban gempa turki donasi gaji bulan,2
5580,perintah kirim bantu manusia turki dansuriah,1
5581,orang sangka terorisme hasil tangkap densus polri lampung,2
5582,gm pakistan jugak ngeri tiada bom ledak iran pakistan negara muslim yg sisa lainnyah hancur lebur afghanistan irak libya syria akibat perang lawan terorisme us western,0
5583,hasil masuk fakultas dokter jalur hafal quran,0
5584,gila emang teroris papua,0
5585,la biadabislam asli nusantara nu muhammadyah unsur budaya adab moderat indonesia sempal teroris kelompok kau bangsat khilafah tukang bidah,0
5586,ih teroris,2
5587,pop pionir provokator iznimni austrijski umjetnik falco smatra prvim reperom austrijskog govornog podruja na dananji prije godina pjeva je preminuo malo prije svog roendana,2
5588,ketua parlemen rusia presiden as joe biden teroris,0
5589,percoyo survei sesuai pesanantukang survei kadang sbg provokator anggap org yg dukung bagus survei yg bayar si yg bagus pancing emosi dukung,0
5590,presiden jokowi perang lawan korupsi jaksa agung langsung tindak johnny plate ancam korupsi bts,1
5591,tote frau in krnten staatsanwaltschaft sieht bedenklichen todesfall,2
5592,coba pikir yg teroris,2
5593,bahrawi gdp basmi radikalisme,1
5594,rampok mobil golong teroris,0
5595,politik jelang milu yakin vitamin pulih ekonomi,1
5596,dpt tafsir oknum anggota densus alih teroris,0
5597,presiden youtube menang survey,2
5598,tutup rapim kapolri pasti kawal bijak perintah amanat riau,1
5599,ganasss nih teroris opm,0
5600,teladan murka orang juang lawan teroris,1
5601,personil satpolairud polres tanah bumbu laksana giat sambang desa masyarakat pesisir bunati sempat personil himbauan pesan kamtibmas anti paham radikalisme,1
5602,ikn pindah kalimantan macet pulau jawa rawan bencana patah sesar dll jgn nunggu gempa amp,2
5603,presiden jokowi komitmen perintah berantas korupsi surut turut upaya cegah bangun sistem perintah layan publik transparan akuntabel,1
5604,banyak anak perintah pusing,2
5605,warga nu wajib dukung pelihara partai bangkit bangsa pkb satusatunya partai politik warga nu sejarah pkb,1
5606,dpr pimpin puan maharani bantu perintah capai tuju bangun lanjut sdgs,1
5607,anies pro khilafah radikalisme nyata bahaya anies keberadaaan nkri tenggelam nahan malming full house nduk pagiii bad boy dewa,0
5608,liat provokator,0
5609,oo provokator ditonyor kali,0
5610,saewad gilir umat islam tdk dapat teroris isis najis,0
5611,duga teroris jaring ji tangkap densus lampung selatan,2
5612,waras emang kaum radikal nggak risi emang radikalisme koq lawan nyungsep kali kali,0
5613,kelompok separatis teroris papua bakar pesawat,0
5614,perintah upaya tindak rang sebar radikalisme masyarakat peran aktif dukung upaya perintah,1
5615,gimana cm warga yg otak gak jernih jd teroris oknum ikut,0
5616,naaahhh perhati teroris ngetweet ngebuzzer ttg ayooo,2
5617,rt,2
5618,perintah serius tangan teroris oknum orang islam kkb mati kutumana hasil kerjakerjakerja,0
5619,deradikalisasi dukung sebar radikalisme kembang luas,1
5620,densus yg nangkap org yg teroris knjgn cm proyek,0
5621,mari dukung ganjar pranowo presiden ri indonesia butuh sosok pimpin baik ganjar pranowo maju indonesia maju,1
5622,stop radikalisme teroris jihad teroris jahat,1
5623,bagus bubar dukung teroris,0
5624,sumatera selatan dukung perintah sejahtera masyarakat iphone polrestabes medan,1
5625,kkb teroris,2
5626,dhimas angon urus teroris polri hebattapi urus internal gak hebat gak profesional sekenario lindung oknum oknum yg mela,0
5627,halo kah izin usaha mudah dapat tuang atur perintah ganti undangundang perpu nomor cipta kerja lengkap,1
5628,dapat kkb bakar pesawat sus air tawan tumpang rekam jejak kkb teroris sih,0
5629,audiensi harap depan bangun kerjasama optimal instansi perintah imigrasi kumhamban ri,1
5630,haloe emang sampah virus jahatdan ketemu sampah jahat jugaloe pecat krn bela teroris munarohloe deh bohongin kadrun ludahin kadrun injak kadrun mrk emang ga otakloe bolh ambil untung dr kadrun tp tdk pd juang nkri,0
5631,und ich habe meine doktorarbeit ruhen lassen weil sie meinen ansprchen nicht gengte und ich nachwuchs arbeit und diese arbeit nicht unter einen hut brachte ich knnte mir in den hintern beien wenn ich mich in der politik umschaue,2
5632,mantap klo media opm teroris kek kala sang kuasa enggan sebut,0
5633,la sahyadi nya tni polri tindak tegasjangan korban tdk dosa tambah yg nama nya radikal teroris,0
5634,dukung perintah nih bantu laku umkm ketua kadin,1
5635,tolak radikalisme,1
5636,tuju pandang teroris kak,2
5637,waras dukung teroris jd rawan ganjar ngambek krna jabatanya pretel,0
5638,wie bedauerlich wo wir alle doch so auf elendski und seinen krieg stehen also zumindest die usgesteuerten bellizisten in presse und politik die brger ja berhaupt nicht aber wen interessieren in einer demokratie schon die brger,0
5639,bener kok provokator lu drun,0
5640,kalo indonesia calon calon terorisme basmi aja buru tangkapin ngebom cegah perang dunia tiga,0
5641,samosir agam dukung ormas yg sarat teroris,0
5642,kiprah nu redam radikalisme,1
5643,acunt provokator kadrun buru benar ngehoak lagividio yg berangkat pasu brimob papua tumpas kkb ngehoak kadrunista pasu cina serang ri koplak,0
5644,gak mati ide brilian politik identitas,0
5645,dirgahayu kota balikpapan februari segenap keluarga dinas pangan tani ikan kota balikpapan selamat perintah kota balikpapan lengkap,1
5646,dukung teroris dukung anis kumpul pecatann,0
5647,kapolsek pamona barat polres poso iptu sappewali sh laksana jumat curhat desa uranosari kecpamona barat perintah desa uranosari tokoh masyarakat desa uranosari,2
5648,ngeri banget oknum itukog kayak teroris,0
5649,pnib pln ybm nya ikut subur khilafah radikalisme terorisme amp,0
5650,gagal paham sapa yg kait islam teroris dlllx mikir dlu main tangan,0
5651,rakyat papua dukung tindak aparat aman kelompok separatis teroris kst papua tega sandera tumpang pesawat sus air jadi kemudi,2
5652,maju indonesia perintah maksimal perintah bagus,1
5653,puan maharani bursa calon pilih presiden rangkak survei puan maharani anggap hasil representasi suara masyarakat luas,1
5654,didu provokator tuir,0
5655,teroris opm hadir,2
5656,dukung bijak perintah makmur indonesia makmur rakyat indonesia jalan bangun,1
5657,terorisme radikalisme rugi sebvuah dogmatis surga salah paham,0
5658,giat partai perindo manfaat yaa jaga stamina,1
5659,mesjid bogor banyak jadi alat politik teroris hti mesjid alhikmah salah satu,0
5660,indonesia maju bijak perintah presiden ganjar ganjar bangun baik moga kalimant,1
5661,iieebru zkkmn kkn bile iebilirsiniz ruh hastas iktidar yalakalar sizin btn derdiniz tanr kabul ettiiniz erdoanin size sunduu domuz stnn kesilmemesidir yoksa milyonlarca insan lse bile sizin umurunuzda olm,0
5662,warga nu wajib dukung pelihara partai bangkit bangsa pkb satusatunya partai politik warga nu arifin djunaedi,1
5663,tangkap teroris konstitusi,0
5664,presiden kerja keras penuh prestasi ganjar memanang baik,1
5665,achmadi id provokator lu,0
5666,jokowi luhut cs gagal aman lindung selamat jiwaharta benda warga negara indonesia aksi terorisme sepatatisme opm kkb iri jaya,0
5667,teroris papua wajib basmi,0
5668,waras akun laknat bgini nih cikal dengki iri hatiprovokator adu dombasiap kalah ya jgn victim jingsi anus kalah triak zolim lu babi,0
5669,ancam besar indonesia radikalisme agama,0
5670,yg teroris,2
5671,bongkar fakta alas noel bubar gp mania noel kenal rawan jokowi pecat bela dakwa terorisme jelang pilpres diri gp mania eh tibatiba pilpres gp mania bubar main,0
5672,bukti cinta tanah air calon presiden makan tanah minum air mentah,2
5673,oh pantesan teroris,2
5674,ya gmn yah pdhl gw kmrn harap mrk dpt grammys trus kena desak lg tuh perintah bebasin wamil tp gmn kagak menang,0
5675,protprot mesti provokator mu cak hamin gimbal,2
5676,vidimo vsi slast hitrega obsojanja vendarle tem poetjem nismo ni bolji od njih izpostavljaj njegovo hinavino ne biti isti hinavec in provokator kot je on,0
5677,otsus bukti maju papua prioritas perintah,1
5678,nkri provokatorkalau anak buah mumi museum mesir isi narasi pecah belah bangsa benaramp,0
5679,sampe yeee kaum oposan bunggul buduk lu dengerin tuh jelas si mamang si noel yg bubarin gp mania kgk sedih tuh happy dukung teroris rawan ganjar btw yg tau twitter blue,0
5680,th mah agama emang otak aja dongo beneran ngikutin ajar rasulullah mah keji kek gitu zina hukum berat sampe rajam teroris target banyak non seda,0
5681,didu ga ngerti paham org yg pulang umroh tp jiwa provokator framingnya udah ga ilang,0
5682,pers nasional pj gubernur banten al muktabar pers milik peran edukasi masyarakat,1
5683,bersih faham teroris dukung,0
5684,erdogan provokator diyor ilginc,2
5685,biaya skema subsidi resi gudang komitmen bsi dukung program perintah dlm upaya bantu umkm sektor tani bsi dorong tingkat sejahtera tani aceh via biaya skema subsidi resi gudang,1
5686,provokator,0
5687,at ch der herr deutsch unsere retter ein wahnsinn hier wird gezeigt wie politik nicht geht,0
5688,kak gada bahas soeun loh were fine provokator,2
5689,konco teroris nga rugi nya bubar,0
5690,terorisme global,0
5691,jalan program gubernur ajar upaya ganjar cegah radikalisme,1
5692,bunglon bela teroris habis bubar gp mania bikin aman anies mania,0
5693,program inklusi rancang amplifikasi dampak dr pres ttg ran cegah tanggulang ekstrem bas keras arah terorisme ran pe,1
5694,cegah radikalisme indonesia,1
5695,perintah pres no ratifikasi konvensi lindung waris budaya benda,1
5696,tindak provokator,0
5697,didu min ngapain pake nyebut tpnpbopm teroris tebar teror masyarakat ja teroris,0
5698,nijadperestiya alkariy ya dewleta tirk dewleta tirk alkariya ji bo mexdrn erdhej vediguherne sleheke nijadperestiy rojava bombe dike alkariyan asteng dike alternatf,0
5699,semangat lupa ngopi ganjar presiden baik,1
5700,,0
5701,semangat lupa ngopi ganjar presiden baik,1
5702,senator papua barat nilai perintah pusat amputasi otonomi daerah,0
5703,daftar mypertamina kontribusi bantu perintah jaga apbm sasar dehh buru daftarin kendara mypertamina ya guyss,1
5704,nasional pj gubernur babel ingat jaga selamat kerja,1
5705,ganjar anti teroris anti radikalism anti intoleran butuh dukung munarman cs,1
5706,ahy terorisme milik agama amp,1
5707,turun harga beraas trikora yah ups salah abas presiden yaman,0
5708,jsp bicara real aja yg masyarakat dinamika politik kini klo ahy ga mati publik utk jd capres internal sdh down grade dr target capres jd wapres lucu aja obrol jd acu pikir,2
5709,saewad teroris polri,0
5710,goblok premium tanah suci sempetsempetnya bawa agenda politik,0
5711,asisten ii bidang ekonomi bangun hadir kick off gernas bbi bwi,1
5712,on je ldr asi jako ty politik nulo,0
5713,ganjar presiden baik penting prioritas maju rakyat indonesia dukung kebi,1
5714,mafia provokator tangkap,0
5715,minimal kalo diskusi provokator akun real biar enak tandain pala lu nya,0
5716,manusia sampah neror tangkap kena pasal terorisme biar efek jera cari aja kelompok langsung sikat,0
5717,ga kasih sumbang ga gitu coba donasi utk aksi terorisme gimana utk sumbang dgn hindar yg tdk gitu,0
5718,mantap perintah perintah presiden ganjar bijak sejahtera rakyat,1
5719,negara daulat proklamasi hukum perintah,2
5720,gak henti disni goreng akun provokator belah moga rang orang jaga rasionalitas,0
5721,sosialisasi edukasi damai didik anti radikalisme smk maarif nu lampung timur,1
5722,densus tangkap duga teroris lampung selatan,2
5723,bmsp nada shinnyuki,0
5724,presiden ganjar baik bangun ganjar,1
5725,jatim perintah daerah malu gak ya baca yg dibenerin jalan nasional,0
5726,capres dukung fans teroris kalah kubu bacapres grasa grusu rakyat cerdas coyyy,0
5727,sukses lari tangan teroris kkb kerja bangun hasil evakuasi tni polri,2
5728,presiden kerja keras penuh prestasi ganjar memanang baik,1
5729,heran nama kkb teroris segitu kejam kelompok kriminal gak habis pikir,2
5730,kembali klien eks narapidana terorisme masyarakat pasca jalan pidana mudah lengkap,0
5731,chotimah pecat dukung teroris koq yo tegele ngomong urus periode lunyu ilate,0
5732,det borde ssseregering tnkt innan de lade ned krnkraftverk och pressade upp bensinpriset vidare borde fackfrbunden tagit ansvar och begrt lgre lnekningar ansvarsls politik leder alltid till frsmr,0
5733,ali sayang opm gak bawa isu khilafah gak teroris,0
5734,ganjar buka pusat pelayabab cegah terorisme cegah potensi radikalisme,1
5735,kunjung bupati jember bentuk kolaboratif perintah daerah lengkap,2
5736,bahrawi yg benah kemendikbud guru papar radikalisme buruk didik indonesia,0
5737,idriss debby presiden chad adala kepala negara yg bunuh dlm perang thn,2
5738,kuat kolaborasi perintah media via lamongan,2
5739,ganjar presiden baik penting prioritas maju rakyat indonesia dukung,1
5740,noel dukung teroris,0
5741,bentar rame twit akun perintah dukung tebang hutan,2
5742,tolak periode tolak panjang jabat presiden tolak tunda milu turun jokowi jokowi lunas utang negara,0
5743,provokator deyince kiziyonuz,0
5744,udah bubarin aja gk teroris papua adem ayem aja,0
5745,uncover pertamane mocone kilas terorisme pas baca ulang asean tourisme forum asean tourism forum ealahkok ya,2
5746,blanko ktp elektronik stop perintah ganti ktp digital,1
5747,isn diskus dgn otoritas indonesia ttg upaya lawan ancam teroris senjata musnah massal wmd investasi dunia siber as komitmen utk dgn utk kuat tahan dlm lawan ancam persisten terorisme wmd,2
5748,guna daftar kendara mypertamina tuh bantu perintah jaga apbn sasar amp,1
5749,mental buru teroris teroris,0
5750,dukung penuh perintah dukung kadin bawa umkm salah prioritas momen ketua asean ketua kadin,1
5751,ha ha lu nganggep kalo radikal mesti teroris ajar istilah radikal ajar rekam jejak dukung anis gimana karakter karakter lu,0
5752,chala ga provokator hitam,0
5753,terorisme jahat serius timbul hancur korban massal,0
5754,grace provokator kelas berat,0
5755,seminar publik cegah radikalisme keras terorisme,1
5756,keren presiden baik emang gak obatnye,1
5757,brutal kkb teroris bakar pesawat sus air sandera awak kabin,2
5758,ya ndak tau krn mrk gk goblok diri mrk tau korps brimob bko org goblok yg jd target provokator,0
5759,evakuasi warga sandera kelompok separatis teroris nduga,2
5760,grne politik wirkt in einer bemerkenswerten kehrtwende empfiehlt die eukommission allen mitgliedsstaaten den ausstieg aus dem vertrag wie es deutschland im november bereits beschlossen hatte,1
5761,idk ngeliat yg pikir aneh kaya ngelakuin bom bundir dll yg tau ga ilangin negative thinking kaya gin liat berita teroris yg kaya gin pakaianya susah banget ngilanginya rusa,1
5762,antisipasi pengaruh radikalisme terorisme polres morowali laksana binluh siswa siswi,1
5763,berat coba ngomong gin muka teroris,2
5764,sajak bela teroris coba peduli anak bangsa,0
5765,hati nurani presiden rakyat yg korban peristiwa kanjuruhan ertawa korban nyawa keluarga korban perintah indonesia skg nyawa rakyat murah jadi salah,0
5766,sg provokator si yuli sumpil maleh mas mbon sg jeblosno ajorr rek isilop kontol,0
5767,mantan aktivis dukung wan ngibul anggota teroris isis ebenezer,0
5768,lengah terorisme,0
5769,kacer om dukung anies dukung teroris si banci kulup,0
